;0;0;0;1
<<<<<<< HEAD
brique.jpg;0;330;147;0.118299
brique.jpg;0;217;258;0.118299
brique.jpg;0;212;458;0.118299
brique.jpg;0;207;685;0.118299
brique.jpg;0;506;834;0.118299
brique.jpg;0;821;728;0.118299
car.png;0;818;597;0.118299
car.png;0;820;413;0.118299
car.png;0;812;280;0.118299
car.png;0;812;171;0.118299
car.png;0;407;156;0.118299
car.png;0;586;105;0.118299
=======
;0;0;0;1
brique.jpg;0;482;393;1.37542e-08
brique.jpg;0;362;390;1.37542e-08
brique.jpg;0;294;562;1.37542e-08
brique.jpg;0;525;679;1.37542e-08
brique.jpg;0;726;554;1.37542e-08
brique.jpg;0;734;334;1.37542e-08
brique.jpg;0;675;246;1.37542e-08
brique.jpg;0;310;120;1.37542e-08
brique.jpg;0;278;224;1.37542e-08
brique.jpg;0;163;272;1.37542e-08
;0;0;0;1
;0;0;0;1
brique.jpg;0;385;270;1.27006e-06
brique.jpg;0;54;325;1.27006e-06
brique.jpg;0;278;601;1.27006e-06
brique.jpg;0;446;652;1.27006e-06
brique.jpg;0;484;444;1.27006e-06
brique.jpg;0;451;315;1.27006e-06
brique.jpg;0;747;410;1.27006e-06
;0;0;0;1
;0;0;0;1
;0;0;0;1
brique.jpg;0;482;393;1.43133e-09
brique.jpg;0;362;390;1.43133e-09
brique.jpg;0;294;562;1.43133e-09
brique.jpg;0;525;679;1.43133e-09
brique.jpg;0;726;554;1.43133e-09
brique.jpg;0;734;334;1.43133e-09
brique.jpg;0;675;246;1.43133e-09
brique.jpg;0;310;120;1.43133e-09
brique.jpg;0;278;224;1.43133e-09
brique.jpg;0;163;272;1.43133e-09
;0;0;0;1
;0;0;0;1
brique.jpg;0;385;270;1.32169e-07
brique.jpg;0;54;325;1.32169e-07
brique.jpg;0;278;601;1.32169e-07
brique.jpg;0;446;652;1.32169e-07
brique.jpg;0;484;444;1.32169e-07
brique.jpg;0;451;315;1.32169e-07
brique.jpg;0;747;410;1.32169e-07
;0;0;0;1
;0;0;0;1
;0;0;0;1
